timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,stft_mean_acc,stft_var_acc,stft_mean_gyro,stft_var_gyro,stft_mean_mag,stft_var_mag,label
1735689600.0,0.745071229516849,-0.5229782016117888,8.688542043062968,0.6249660953625167,-0.9936817684155784,-59.38826199587635,33.46608800829352,-17.66341985461867,58.085224622608415,0.4675380325602059,0.17160960789079474,0.6083345350975091,0.3045236084528497,0.6137693063836318,0.24849524617552549,2
1735689601.0,-0.20739645175677698,-0.5238865564776432,10.046504778432006,143.4201527833384,-5.363238290547087,-19.866162627568094,19.861613641645757,-15.642953365485173,46.1478760043106,0.5237731727905987,0.2256271814199701,0.5666619944392334,0.3022490247566597,0.6413041790023715,0.30733162938230874,0
1735689602.0,0.9715328071510387,-0.4824525768260739,10.298221748496786,-83.42996294390976,61.01414482088585,26.718244931819168,25.569798765108114,-5.13778001040995,55.71680765102914,0.5103078221530848,0.21450439498177162,0.5668500611700485,0.20310232955775537,0.8293817690814725,0.3296260504880436,0
1735689603.0,2.284544784612038,3.1151219753412613,10.940149038521268,52.936426494193945,-53.83395637355067,4.554680312795659,28.337103100750625,-5.636062927651951,50.924293270301824,0.5023980019015593,0.20219502665616942,0.608036232596303,0.3299323796795555,0.6224517351315586,0.33150539977918664,1
1735689604.0,-0.35123006208500396,0.57290317834733,11.380540686568374,-8.640086869823218,-38.12596195732991,-42.57699898896594,33.51570098618025,-8.184978575969616,51.260974271171435,0.4249373178023244,0.24652666596622957,0.6040522942317009,0.17715711858759808,0.7124867610195479,0.2970696462108764,1
1735689605.0,-0.3512054354237708,0.6450624707866044,8.784905808172132,38.59600774183375,51.815144603623985,0.31365780922091424,42.492152418607475,-18.605387604802345,40.148457093242996,0.4700450588800808,0.16695794016237098,0.6761174039051638,0.21876137086111924,0.6217458713673555,0.2879648714076345,0
1735689606.0,2.368819223261087,1.5454251810477633,8.989142488789662,22.065357584962292,-29.776746759192964,-76.57676576218215,28.85997136595141,-11.792017877564442,38.985433233971406,0.5002183590837036,0.17124067751782418,0.5879356965870165,0.27395013120459943,0.6686047813084139,0.3225773745619753,2
1735689607.0,1.1511520937293631,0.35818373853977026,8.542422141085385,-36.65780985549983,45.02665386657958,57.5133697949148,22.96511268948006,-16.124999443300254,48.89717029866343,0.3624914766832915,0.1994049588452886,0.5650114650876996,0.20732168576486967,0.6953838056030027,0.31332608249891003,2
1735689608.0,-0.7042115789024281,-0.3885632187310547,9.56598014089302,11.449819622967013,84.97179915043547,-10.264200974812562,32.01134038600649,-4.117333731061174,51.234530317083056,0.45374670336866213,0.167992674745315,0.5819192554912773,0.26319095428396705,0.6217133489702509,0.28705205826162433,0
1735689609.0,0.813840065378947,-0.29452477362746743,10.266358374446336,-92.89507256991436,-20.089751347081684,55.9274972127663,36.60497894770355,-12.918610667813006,44.37401086131138,0.5387679879032846,0.22540061455273,0.5285335883159007,0.26205380394016475,0.6039553046016117,0.22190607141377844,0
1735689610.0,-0.6951265392186934,-0.10740188912109593,10.787334516589102,30.162375028569688,34.06811632876527,-26.32658435480215,30.540070604897505,-15.428738553907747,44.55653294761829,0.3722563396154657,0.16434038478169338,0.5640088906433328,0.24064628650386397,0.7286273336777442,0.2766038138833376,0
1735689611.0,-0.6985946303553853,-0.05583335476476239,9.724048976357478,14.907923299526281,-57.68461406699292,-26.178799420329145,25.466757274228534,-9.851019174392878,52.807363149130666,0.615658165159424,0.21131521038725673,0.8031158713073231,0.291620026929528,0.6155262591208823,0.2426724918146271,0
1735689612.0,0.3629434073490512,1.0914443154554698,9.480152476745157,31.93300843215512,37.73666490339046,-38.20933933189232,34.7899697074001,-13.200772284173059,52.81427240228565,0.6269613262599842,0.19499136156066219,0.5087321239304132,0.23858196036711804,0.6189342444301327,0.2666420224966837,0
1735689613.0,-2.8699203669866966,0.07791882871094916,9.95175799224874,52.90591625435751,9.971199299338355,43.80869658465377,33.317728092492175,-2.581280448981466,49.311294698060365,0.37548494240399144,0.21074629823883528,0.5721343666120691,0.26157705344069027,0.6060946856298028,0.30166116192584796,1
1735689614.0,-2.5873767487695494,1.0989601158233688,8.964857098369977,18.380992010485546,23.65191410801076,-35.471557866423794,24.86959577902188,-13.674054487670954,53.90100860593037,0.635761963305014,0.17701293024684805,0.5612511336730309,0.3073235938743951,0.6922091953668681,0.3179368071998308,0
1735689615.0,-0.843431293861459,-0.12107487016287348,11.889538721694773,7.4044709899138095,-32.27860360176975,32.229771620758825,31.90712808767171,-16.996141296123156,44.128988521399265,0.48564184112878656,0.18304558527365866,0.5752828387755601,0.289534310501292,0.7943701634399841,0.3890226375646203,0
1735689616.0,-1.5192466805016358,0.11795278547413589,8.192338972881942,-44.05341683306461,-83.05417077835862,-19.122619883464512,34.986327838294365,-20.764567578787577,48.220325414565146,0.5418514559157055,0.2048004633998525,0.5668760691121605,0.2893008645407104,0.8506528636312266,0.2731296810548093,0
1735689617.0,0.4713709988929108,-2.9973010267981612,9.984740578895725,-35.611038182452546,25.16260323747524,-98.79816499458099,35.90945021279447,-10.153932512067076,58.23938802891837,0.4503348947871753,0.21010372530806565,0.6279240101221,0.192541019889161,0.6274081914006221,0.33873128176375755,0
1735689618.0,-1.3620361132818164,1.3744915120537222,11.82360621922964,59.33673100886655,-103.17015762397273,-28.515703389323306,29.66775512345272,-12.809650569289632,50.341610649699085,0.5923044827226762,0.1997899042304422,0.42898248986082055,0.2762396287750661,0.9150310793331211,0.31529800122189183,0
1735689619.0,-2.118455552002937,0.519732713846989,9.806799844559999,71.81677028529893,-15.86752461212674,-58.95541071814241,28.209602769103405,-17.144523032558634,50.631562572934996,0.5406094018848667,0.2852681178256542,0.7037171472532004,0.20607506045152477,0.5995295139293204,0.3647998835319895,0
1735689620.0,2.198473153382331,1.4970151647894783,9.609960964998507,-11.905521815602702,47.059093320998485,1.6951361841168755,36.136369110406314,-4.053867693721074,61.5297329298387,0.41858467434023966,0.1504631540629358,0.6632582799642197,0.1859292510110987,0.8083548523327869,0.3288114359797813,0
1735689621.0,-0.3386644507298035,-4.344383067290534,9.442554577189574,2.300137362663706,9.594886793651805,-59.52038678372451,23.949197485095574,-6.66377426285379,43.00328917075615,0.38347980000347115,0.19678981025236433,0.4757128413936865,0.2464146826857516,0.6278303545984557,0.24957592863568417,1
1735689622.0,0.10129230703188576,3.132562057171091,9.619608318237592,-45.2307187496883,97.41713223949066,46.298755035730835,32.19289645460503,-10.14108939468615,53.98215183321055,0.3539697564790777,0.12131854889415078,0.37309227270475986,0.20478524066742052,0.612907673012999,0.21384769853543842,0
1735689623.0,-2.1371222793201854,-0.20938444223276065,11.172848474676531,58.63784226337224,51.255457629088674,-4.553793017651361,23.149866863177856,-3.178368779145667,58.3199313990405,0.5187941776432756,0.21860407393336934,0.5022927853858599,0.2895308859419989,0.6255243843215611,0.3155630849833752,0
1735689624.0,-0.816574086787774,1.6622742251062748,7.588138088670494,33.27084118458893,-32.69491941627882,-8.879799737936949,35.326881361298014,-6.687319833006935,48.37571036750727,0.5572471411779736,0.14423767318115932,0.5757333538572877,0.29072677298476624,0.694755230035088,0.27357745010498047,0
1735689625.0,0.16638388456479913,-1.5598588906882962,11.333433701296325,97.06087182318745,1.3656689925719334,32.79460688937913,28.709772421944194,-14.114279507592162,54.29815393427423,0.5650965678779442,0.1860844872061712,0.8580291898690775,0.15486868817842792,0.757997217103361,0.2509843127024701,0
1735689626.0,-1.7264903661334543,0.9191608575938546,8.376042847549856,-43.916153858986945,-2.3685351272217976,48.19534670379312,36.342916178237346,-15.19610081995383,45.089902513945475,0.4882018905392622,0.1813967837334337,0.6543256964974273,0.2085848730211555,0.7669868037904821,0.2366211147733461,0
1735689627.0,0.5635470275185079,-1.580123344760484,9.533347670765586,-18.900394950910858,-79.10883816730636,-1.0049375884825822,32.457063781777634,-5.910092277730693,46.566338022163244,0.3843003544335636,0.2140445563300586,0.4192410350818542,0.17701066640410007,0.6056014984652112,0.3080487748793578,0
1735689628.0,-0.9009580348782075,-0.9356534410437076,9.370755579701338,11.572296126278616,-47.019945824217665,-38.56001497746453,23.88389884969035,-8.018165217663245,51.92483208023817,0.4317925201976217,0.172360454122741,0.5310344495099055,0.22686853617035546,0.6010340712488731,0.37538538496566826,1
1735689629.0,-0.43754062468991517,2.871047030800179,10.388553269770721,32.32447688628854,-28.038045348993013,-88.69848080560647,37.12313866038622,-9.151261160146692,53.992833365552954,0.6152348638961926,0.1702347151153009,0.5946787563727016,0.27275878349344124,0.6083361306636452,0.2795663827146979,0
1735689630.0,-0.9025599183440953,-0.2860236011450199,8.201875648116253,-10.783381877381617,-101.81102514279684,-34.302487851759,37.756226332138645,-14.232489014344537,55.60468256203123,0.45153714353999186,0.27179282320429493,0.6253683554298096,0.2378855950910806,0.6888645597614488,0.3295135155537661,0
1735689631.0,2.7784172767634066,0.32614930976958434,10.262172666081943,-43.64805452268502,2.3746734125821476,-30.86061233239808,34.411432462996075,-6.960262164971231,57.848142934697464,0.5143417630681476,0.21422833952372633,0.4685251139689577,0.22051203796664323,0.6789844395809125,0.29488668248912037,0
1735689632.0,-0.02024583710690088,1.3051015960331314,11.824309623286853,44.07037644617856,-12.453592232652037,5.352872649614838,26.1920606748189,-13.777494415669747,49.66276720722409,0.39243495164251124,0.17194745739888662,0.5865009772022939,0.31500882634065697,0.6049824537930204,0.23553089554483034,2
1735689633.0,-1.5865663934338505,0.743522831958907,8.43682599540719,36.056768127279085,-83.64469506557872,-17.25734405690136,28.469930228212956,-10.50993327296839,55.96805877586294,0.5336583045459035,0.18745831640943847,0.5282360862389459,0.13475714137018557,0.7269603694063244,0.33674056717552087,0
